,Unnamed: 0,id,no_alle,no_activity,no_reise,no_bi,no_gg,x,y,prazision,typ,noten,region0,region1,region2,Region2shortcut,region3,geometry,act_sum_p1,act_sum_p2,act_sum_p3,act_sum_p4,act_sum_p5,act_sum,day_sum_p1,day_sum_p2,day_sum_p3,day_sum_p4,day_sum_p5,day_sum,stay_avg_p1,stay_avg_p2,stay_avg_p3,stay_avg_p4,stay_avg_p5,stay_avg,stay_sum_p1,stay_sum_p2,stay_sum_p3,stay_sum_p4,stay_sum_p5,stay_sum,travel_p1,travel_p2,travel_p3,travel_p4,travel_p5,travel,centr_closes_p1,centr_closes_p2,centr_closes_p3,centr_closes_p4,centr_closes_p5,centr_closes,centr_between_p1,centr_between_p2,centr_between_p3,centr_between_p4,centr_between_p5,centr_between,centr_eigen_p1,centr_eigen_p2,centr_eigen_p3,centr_eigen_p4,centr_eigen_p5,centr_eigen,centr_infos_p1,centr_infos_p2,centr_infos_p3,centr_infos_p4,centr_infos_p5,centr_infos,infl_dist_p1,infl_dist_p2,infl_dist_p3,infl_dist_p4,infl_dist_p5,infl_dist,infl_reg_p1,infl_reg_p2,infl_reg_p3,infl_reg_p4,infl_reg_p5,infl_reg,infl_sum_p1,infl_sum_p2,infl_sum_p3,infl_sum_p4,infl_sum_p5,infl_sum,median,median_p1,median_p2,median_p3,median_p4,median_p5
Přištpo,428,430.0,2.0,1.0,1.0,0.0,0.0,49.074,15.935,1.0,gemeinde,,Mähren,Mähren,Znaimer Teil,ZT,Znaimer Teil,POINT (15.935 49.074),,,,0.0,,0.0,,,,0.0158311345646438,,0.00526085050416484,,,,0.18461538461538463,,0.21428571428571427,,,,0.0,,0.0,0.0,0.0,0.0,0.03353665387466768,0.0,0.011769485776477785,,,,0.8086669708266851,,0.84525744575377,,,,0.07970927269367728,,0.008249353793671555,,,,0.02856456833241087,,0.010521434207945572,,,,0.5203410073809772,,0.39800670386266,,,,0.10920296979658717,,0.05528500585204999,0.0,0.0,0.0,0.03333333333333333,0.0,0.022727272727272728,,,,0.0,,0.0,0.011145459992211677,0.0,0.0,0.0,0.033434993604000506,0.0
Sadská,477,480.0,8.0,4.0,4.0,0.0,0.0,50.134,14.985,1.0,gemeinde,,Böhmen,Böhmen,Ostböhmen,OB,Ostböhmen,POINT (14.985 50.134),,0.03571428571428571,0.0,0.0,,0.013245033112582781,,0.10537190082644628,0.07701421800947868,0.08575197889182058,,0.05085488820692679,,0.40476190476190477,0.5327868852459017,1.0,,0.6904761904761904,,0.07142857142857142,0.0,0.0,,0.03225806451612903,0.0,0.19084905406038594,0.08031715805129433,0.043356144191584914,0.0,0.08671817998902942,,0.8889757704767032,0.7931328233050097,0.6671579010804878,,0.7596615441423202,,0.012711864406779651,0.0,0.0,,0.012399596553320192,,0.18694475927867374,0.07267146212661127,0.15072977473446755,,0.1233285741067395,,0.6649417619241148,0.2156318192238939,0.5795270498358097,,0.7340419105008849,,0.8302260500195993,,0.9251021176205937,,0.4206606154606026,0.0,0.058823529411764705,0.0,0.06666666666666667,0.0,0.06818181818181818,,0.02564102564102564,,0.013333333333333334,,0.014084507042253521,0.0774499990854238,0.0,0.14615833005256001,0.07484284006804498,0.07620932277924362,0.0
Seitenstetten,495,498.0,5.0,1.0,1.0,3.0,0.0,48.036,14.655,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (14.655 48.036),,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5341604162762567,,,,0.5797077896885122,,0.0,,,,0.0,,0.04331571942805409,,,,0.008794481098907993,,0.21963062199752684,,,,0.19781515964843002,,0.6800647456812032,,,,0.24298938438176404,0.0,0.058823529411764705,0.0,0.0,0.0,0.022727272727272728,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sitzenberg,498,501.0,3.0,1.0,1.0,1.0,0.0,48.321,15.809,1.0,gemeinde,Druhá je v Bavorsku,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.809 48.321),,0.0,,,,0.0,,0.002066115702479339,,,,0.00043840420868040335,,0.015873015873015872,,,,0.017857142857142856,,0.0,,,,0.0,0.0,0.002353165504334415,0.0,0.0,0.0,0.0010149064842410252,,0.7495940858280046,,,,0.7989644417544997,,0.06814971751412413,,,,0.04627366999205715,,0.08928608963943774,,,,0.025872902630042043,,0.44486757499047735,,,,0.41638811263541553,,0.22702738097300298,,,,0.0811176345940071,0.0,0.11764705882352941,0.0,0.0,0.0,0.045454545454545456,,0.02564102564102564,,,,0.004694835680751174,0.02186502274359245,0.0,0.04689537157757488,0.0,0.0,0.0
Slovenj Gradec,501,504.0,4.0,2.0,2.0,0.0,0.0,46.516,15.079,1.0,gemeinde,,Kärnten,Kärnten,Ostkärnten,OK,Ostkärnten,POINT (15.079 46.516),,,,0.0196078431372549,,0.006622516556291391,,,,0.0013192612137203166,,0.00043840420868040335,,,,0.015384615384615385,,0.017857142857142856,,,,0.0,,0.0,0.0,0.0,0.0,0.08606944756349946,0.0,0.04566468853521106,,,,0.38737440660700934,,0.33142334742796214,,,,0.32000928596138106,,0.19018858686913082,,,,0.04177882955219934,,0.020862443109758426,,,,0.46512234044550504,,0.2739233851117717,,,,0.19995538425944137,,0.10122924870562998,0.0,0.0,0.0,0.03333333333333333,0.0,0.022727272727272728,,,,0.02666666666666667,,0.009389671361502348,0.021794857918515577,0.0,0.0,0.0,0.037556081442766336,0.0
Stična,525,527.0,2.0,1.0,1.0,0.0,0.0,45.957,14.806,1.0,gemeinde,,Krain + Aquileia,Krain,Krain,Kr,Krain,POINT (14.806 45.957),,,,0.0,,0.0,,,,0.002638522427440633,,0.0008768084173608067,,,,0.03076923076923077,,0.03571428571428571,,,,0.0,,0.0,0.0,0.0,0.0,0.2052618312155761,0.0,0.20009920369802417,,,,0.18200689915251353,,0.14512307068508284,,,,0.1840346443074608,,0.07599644082422982,,,,0.00023851662458274997,,1.604462254867496e-05,,,,0.18376055215290815,,0.0337438512931386,,,,0.1809035008688778,,0.09158405785869754,0.0,0.0,0.0,0.06666666666666667,0.0,0.045454545454545456,,,,0.02666666666666667,,0.009389671361502348,0.03472906850371216,0.0,0.0,0.0,0.04871794871794872,0.0
Stříbro,533,535.0,6.0,1.0,1.0,1.0,3.0,49.752,13.003,1.0,gemeinde,,Böhmen,Böhmen,Südwestböhmen,SWB,Südwestböhmen,POINT (13.003 49.752),,,0.0,,,0.0,,,0.037914691943127965,,,0.014028934677772907,,,0.26229508196721313,,,0.5714285714285714,,,0.0,,,0.0,0.0,0.0,0.13860648092485267,0.0,0.0,0.06996385568143959,,,0.44373335190877555,,,0.38001669949826583,,,0.06939825926033015,,,0.06326862145730976,,,0.016327477898547542,,,0.0033643485423829316,,,0.1720981007853506,,,0.17309950823661302,,,0.1611581729417465,,,0.09884287103666883,0.0,0.0,0.03225806451612903,0.0,0.0,0.022727272727272728,,,0.0,,,0.0,0.04299794709229124,0.0,0.0,0.05365647560172906,0.0,0.0
Traiskirchen,566,568.0,2.0,1.0,1.0,0.0,0.0,48.014,16.295,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.295 48.014),,,0.0,,,0.0,,,0.004739336492890996,,,0.0017536168347216134,,,0.03278688524590164,,,0.07142857142857142,,,0.0,,,0.0,0.0,0.0,0.02109373388831297,0.0,0.0,0.0048256162505794144,,,0.29822068074840763,,,0.271465623936138,,,0.018361622762628968,,,0.018964386837674988,,,0.10953325403354323,,,0.03652415916589373,,,0.43341198260364844,,,0.42662516835004277,,,0.16669947613896038,,,0.10224150920251149,0.0,0.0,0.06451612903225806,0.0,0.0,0.045454545454545456,,,0.024691358024691357,,,0.009389671361502348,0.027744273001784357,0.0,0.0,0.0287391216352965,0.0,0.0
Uherské Hradiště,580,582.0,9.0,2.0,3.0,3.0,1.0,49.07,17.46,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.46 49.07),,0.03571428571428571,,,,0.006622516556291391,,0.05785123966942149,,,,0.012275317843051293,,0.4444444444444444,,,,0.5,,0.0,,,,0.0,0.0,0.3304532800201515,0.0,0.0,0.0,0.07488663428528293,,0.5249689988414418,,,,0.6118989353231122,,0.04696327683615805,,,,0.049033487807412846,,0.07435937296920414,,,,0.02112978282173216,,0.3746157457424026,,,,0.37919974551819857,,0.0,,,,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.045454545454545456,,0.05128205128205128,,,,0.009389671361502348,0.033292164138138805,0.0,0.06610530631931281,0.0,0.0,0.0
Uherský Ostroh,582,584.0,2.0,1.0,1.0,0.0,0.0,48.986,17.39,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.39 48.986),,,,0.0,,0.0,,,,0.017150395778364115,,0.005699254712845244,,,,0.2,,0.23214285714285715,,,,0.0,,0.0,0.0,0.0,0.0,0.09229389196205368,0.0,0.028674880609417547,,,,0.6380686343601514,,0.6339511805458479,,,,0.023443903733434492,,0.02275269936960707,,,,0.047490046701753955,,0.021632289442642217,,,,0.5019629483314691,,0.344441445082253,,,,0.15922531843383136,,0.08060927901325259,0.0,0.0,0.0,0.03333333333333333,0.0,0.022727272727272728,,,,0.013333333333333334,,0.004694835680751174,0.022739986048439898,0.0,0.0,0.0,0.04041169001754365,0.0
Uničov,585,587.0,2.0,1.0,1.0,0.0,0.0,49.771,17.121,1.0,gemeinde,,Mähren,Mähren,Olmützer Teil,OT,Olmützer Teil,POINT (17.121 49.771),,,,,0.0,0.0,,,,,0.010416666666666666,0.0021920210434020165,,,,,0.05555555555555555,0.08928571428571429,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.043177657274312976,0.011758059253970091,,,,,0.6273755897123772,0.46765526863017143,,,,,0.0902777777777777,0.01353000572105353,,,,,0.13331813643477616,0.027830341714471837,,,,,0.2838345180974454,0.3373967269546102,,,,,0.8839996584091363,0.8886689481516614,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.012644032487511812,0.0,0.0,0.0,0.0,0.04936660641493426
Velehrad,589,591.0,12.0,2.0,1.0,9.0,0.0,49.105,17.395,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.395 49.105),,,0.017241379310344827,,,0.006622516556291391,,,0.041469194312796206,,,0.015344147303814117,,,0.14344262295081966,,,0.3125,,,0.038461538461538464,,,0.016129032258064516,0.0,0.0,0.2432397138270131,0.0,0.0,0.06400156853680414,,,0.5220955329694272,,,0.6468038903891746,,,0.10964924963132174,,,0.08479482743661362,,,0.09524663749635762,,,0.04464466914932829,,,0.442223947751179,,,0.4399381975877332,,,0.6631199720324343,,,0.4067102566441582,0.0,0.0,0.25806451612903225,0.0,0.0,0.18181818181818182,,,0.14814814814814814,,,0.056338028169014086,0.07439819798670888,0.0,0.0,0.1457953855494839,0.0,0.0
Veveří,593,595.0,1.0,1.0,0.0,0.0,0.0,49.257,16.462,1.0,gemeinde,,Mähren,Mähren,Brünner Teil,BT,Brünner Teil,POINT (16.462 49.257),,,,0.0,,0.0,,,,0.025065963060686015,,0.008329679964927663,,,,0.2923076923076923,,0.3392857142857143,,,,0.0,,0.0,0.0,0.0,0.0,0.05072653751720743,0.0,0.01882001476776434,,,,0.6973695992869061,,0.693257714501868,,,,0.0,,0.0,,,,0.055379741899572045,,0.02267646260378897,,,,0.5438362016281744,,0.39243117357619806,,,,0.8076065251393624,,0.40885821650867565,0.0,0.0,0.0,0.06666666666666667,0.0,0.045454545454545456,,,,0.04,,0.014084507042253521,0.020748238685776656,0.0,0.0,0.0,0.053053139708389735,0.0
Villach,599,601.0,2.0,1.0,1.0,0.0,0.0,46.61,13.856,1.0,gemeinde,,Kärnten,Kärnten,Westkärnten,WK,Westkärnten,POINT (13.856 46.61),,,,0.0,,0.0,,,,0.002638522427440633,,0.0008768084173608067,,,,0.03076923076923077,,0.03571428571428571,,,,0.0,,0.0,0.0,0.0,0.0,0.24568562116844067,0.0,0.23950627773669025,,,,0.0,,0.0015143089409756646,,,,0.04571561228019721,,0.050540802090389685,,,,6.446259443481007e-07,,5.672649681490988e-07,,,,0.1153213566159849,,0.02272163577726149,,,,0.24985313686394856,,0.1264904439815714,0.0,0.0,0.0,0.06666666666666667,0.0,0.045454545454545456,,,,0.013333333333333334,,0.004694835680751174,0.013708235729006334,0.0,0.0,0.0,0.022051282051282053,0.0
Völkermarkt,604,606.0,2.0,1.0,1.0,0.0,0.0,46.662,14.633,1.0,gemeinde,,Kärnten,Kärnten,Ostkärnten,OK,Ostkärnten,POINT (14.633 46.662),,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.18994096411469255,,0.20725310621441215,,,,0.062016138508529724,,0.0363450540647502,,,,0.0760357946691409,,0.027773646504481077,,,,0.47712587808269175,,0.3106205423685983,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Vracov,607,609.0,4.0,2.0,2.0,0.0,0.0,48.977,17.209,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.209 48.977),,,0.0,,,0.0,,,0.001184834123222749,,,0.00043840420868040335,,,0.00819672131147541,,,0.017857142857142856,,,0.0,,,0.0,0.0,0.0,0.005926613069470112,0.0,0.0,0.001649780149381789,,,0.47763651295092485,,,0.5900485039083535,,,0.0,,,0.0,,,0.01296297474106629,,,0.00247646024503065,,,0.216238922666952,,,0.21242305823949487,,,0.4840876415233519,,,0.29690465862276544,0.0,0.0,0.03225806451612903,0.0,0.0,0.022727272727272728,,,0.0,,,0.0,0.0020631201972062196,0.0,0.0,0.0070616671904727615,0.0,0.0
Vyškov,613,614.0,4.0,2.0,2.0,0.0,0.0,49.28,17.0,1.0,gemeinde,,Mähren,Mähren,Olmützer Teil,OT,Olmützer Teil,POINT (17 49.28),,,0.017241379310344827,,,0.006622516556291391,,,0.04265402843601896,,,0.01578255151249452,,,0.29508196721311475,,,0.6428571428571429,,,0.0,,,0.0,0.0,0.0,0.13548451764519256,0.0,0.0,0.042279020199783045,,,0.3157760445379714,,,0.3203265998249127,,,0.0,,,0.0,,,0.012519841836923912,,,0.009287489389171202,,,0.21218382652293385,,,0.3736954160393337,,,0.41018794681166537,,,0.2515798832129775,0.0,0.0,0.0967741935483871,0.0,0.0,0.06818181818181818,,,0.04938271604938271,,,0.018779342723004695,0.03052918146139387,0.0,0.0,0.0730784547988849,0.0,0.0
Wels,627,628.0,14.0,6.0,6.0,1.0,1.0,48.158,14.027,1.0,gemeinde,,Oberösterreich,Oberösterreich,Oberösterreich,OÖ,Oberösterreich,POINT (14.027 48.158),,0.14285714285714285,,,,0.026490066225165563,,0.07851239669421488,,,,0.016659359929855327,,0.30158730158730157,,,,0.3392857142857143,,0.07142857142857142,,,,0.016129032258064516,0.0,0.3474105962750834,0.0,0.0,0.0,0.12670375370153375,,0.4705217107561173,,,,0.4974925590526993,,0.19279661016949157,,,,0.10498740341965648,,0.02714531193868529,,,,0.019307189160444955,,0.5652527936542581,,,,0.5518589597667206,,0.059850149423049843,,,,0.02138465646957802,0.0,0.11764705882352941,0.0,0.0,0.0,0.045454545454545456,,0.1282051282051282,,,,0.023474178403755867,0.03597230583985551,0.0,0.13553113553113552,0.0,0.0,0.0
Wien,631,632.0,271.0,116.0,124.0,23.0,8.0,48.221,16.388,1.0,gemeinde,,Niederösterreich,Wien,Wien,Wi,Wien,POINT (16.388 48.221),1.0,0.7857142857142857,0.29310344827586204,0.803921568627451,,0.6026490066225165,1.0,0.5392561983471075,0.2132701421800948,0.2519788918205805,,0.3516001753616835,1.0,0.27619047619047615,0.18442622950819673,0.3264957264957265,,0.4091836734693878,0.5,1.0,0.2692307692307692,0.47058823529411764,,0.5483870967741935,0.7816244284500028,0.717373005798752,0.47316486522243456,0.5383332382750189,0.0,0.6552146359263132,0.7870478609028687,0.9514322719963059,0.7199552844102034,0.9839433298097349,0.0,1.0,0.11267605633802803,0.6048728813559322,0.27056646329121237,0.6856810847628794,0.0,1.0,0.52760936667793,1.0,0.5566690065573758,0.5511917251885305,0.10860689993669337,0.7516198967136817,0.5867474171713577,1.0,0.9056794930516511,0.9605978064114128,0.0,0.9888999366790228,0.5373117902014866,0.364350525057267,0.08301985863934973,0.5859923478439769,,0.17906956149631853,1.0,1.0,0.41935483870967744,0.7333333333333333,0.0,0.7727272727272727,1.0,1.0,0.35802469135802467,0.8933333333333333,,0.7230046948356808,0.6891096653809969,0.7843361446764358,0.8685732788552958,0.32556406981694336,0.6358367163034282,0.0
Wiener Neustadt,632,633.0,31.0,8.0,8.0,10.0,5.0,47.81,16.24,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.24 47.81),0.125,0.03571428571428571,0.034482758620689655,,,0.039735099337748346,0.059880239520958084,0.07644628099173553,0.054502369668246446,,,0.04208680403331872,0.06521739130434784,0.5873015873015873,0.1885245901639344,,,0.34285714285714286,0.25,0.0,0.038461538461538464,,,0.06451612903225806,0.08915441176470587,0.1449731875304084,0.32666778262911444,0.0,0.0,0.15531450850761755,0.6099236168037862,0.0818467190838321,0.3512419893099462,,,0.7181233500325109,0.11267605633802803,0.1271186440677965,0.16386663967845475,,,0.15653476032492308,0.52760936667793,0.01420928480432348,0.1151941444830746,,,0.08074377712516828,0.5867474171713577,0.180369296270491,0.5810580958810773,,,0.8008590579029837,0.0,0.3232575160779769,0.3001312161063552,,,0.12156021002152284,0.125,0.11764705882352941,0.12903225806451613,0.0,0.0,0.13636363636363635,0.0,0.02564102564102564,0.07407407407407407,,,0.046948356807511735,0.1289619231925796,0.11883802816901401,0.09974688895368075,0.14644944887148542,0.0,0.0
Žatec,651,652.0,4.0,1.0,1.0,1.0,1.0,50.33,13.54,1.0,gemeinde,,Böhmen,Böhmen,Nordwestböhmen,NWB,Nordwestböhmen,POINT (13.54 50.33),,,0.0,,,0.0,,,0.024881516587677725,,,0.00920648838228847,,,0.1721311475409836,,,0.375,,,0.0,,,0.0,0.0,0.0,0.05938595084331748,0.0,0.0,0.029180560625720123,,,0.3161663905422183,,,0.31688063866145666,,,0.025532776219529804,,,0.048535948561051416,,,0.04018630979861831,,,0.020863177024607816,,,0.3080418353558116,,,0.3022657308473449,,,0.2787942046107386,,,0.17099238039929135,0.0,0.0,0.06451612903225806,0.0,0.0,0.045454545454545456,,,0.012345679012345678,,,0.004694835680751174,0.03731755304013279,0.0,0.0,0.04978613032096789,0.0,0.0
Zbraslav,652,653.0,4.0,3.0,0.0,0.0,1.0,49.976,14.394,1.0,gemeinde,,Böhmen,Böhmen,Mittelböhmen,MB,Mittelböhmen,POINT (14.394 49.976),,,,0.0392156862745098,,0.013245033112582781,,,,0.07651715039577836,,0.025427444103463395,,,,0.2974358974358974,,0.3452380952380952,,,,0.11764705882352941,,0.03225806451612903,0.0,0.0,0.0,0.12254357654180968,0.0,0.032616533235690734,,,,0.7980010541314733,,0.8302080268653603,,,,0.16879911250941224,,0.08673471556169982,,,,0.20815632875494033,,0.07638949105088635,,,,0.8082835928674291,,0.7166922540292981,,,,0.7948420658140248,,0.4023960918080927,0.0,0.0,0.0,0.13333333333333333,0.0,0.09090909090909091,,,,0.05333333333333334,,0.018779342723004695,0.08156210330629309,0.0,0.0,0.0,0.15106622292137278,0.0
Znojmo,666,667.0,59.0,27.0,27.0,3.0,2.0,48.86,16.05,1.0,gemeinde,,Mähren,Mähren,Znaimer Teil,ZT,Znaimer Teil,POINT (16.05 48.86),,0.03571428571428571,0.1724137931034483,0.17647058823529413,,0.1456953642384106,,0.03512396694214876,0.07701421800947868,0.08047493403693931,,0.06269180184129768,,0.1349206349206349,0.13319672131147542,0.31282051282051276,,0.2837301587301587,,0.07142857142857142,0.11538461538461539,0.11764705882352941,,0.12903225806451613,0.0,0.04690656515857533,0.21260686096949902,0.13706124649416854,0.0,0.11273873357572205,0.16190806660934312,0.8415858496021039,0.7723048752885353,0.8876837113399935,,0.9538791252326185,0.0,0.2387005649717514,0.05080530896683336,0.23453836620608512,,0.1445957047256472,0.0,0.1406774958495734,0.3648357597861767,0.22526336137791345,,0.2672425316591174,0.0,0.649154336273405,0.7866215859100134,0.8119447244519445,,0.9047473564706672,,0.9216156500369636,0.45980814218228794,0.4723535784012387,,0.27138953970149904,0.0,0.058823529411764705,0.3870967741935484,0.43333333333333335,0.0,0.5227272727272727,,0.02564102564102564,0.24691358024691357,0.21333333333333335,,0.18309859154929578,0.22517056160420656,0.0,0.10317460317460317,0.22976022060820628,0.22990086379199928,0.0
Zvíkov,667,668.0,5.0,2.0,2.0,1.0,0.0,49.439,14.192,1.0,gemeinde,,Böhmen,Böhmen,Südböhmen,SB,Südböhmen,POINT (14.192 49.439),,0.0,,0.0,,0.006622516556291391,,0.05165289256198347,,0.0316622691292876,,0.021481806225339763,,0.3968253968253968,,0.36923076923076925,,0.4375,,0.0,,0.0,,0.016129032258064516,0.0,0.10961518451385747,0.0,0.09317098165110155,0.0,0.048402909602652554,,0.7446208062596382,,0.5243933914534933,,0.6770596607061146,,0.043785310734463234,,0.02070577600251671,,0.05222683011544424,,0.020496958282096307,,0.006939815510666307,,0.01021772816285279,,0.33238259810229354,,0.3651974864268862,,0.5075753468136777,,0.9985689274794615,,0.3526751650614342,,0.2696058956310395,0.0,0.058823529411764705,0.0,0.06666666666666667,0.0,0.06818181818181818,,0.02564102564102564,,0.02666666666666667,,0.018779342723004695,0.0503148698590484,0.0,0.05523821098687409,0.0,0.049164467897977134,0.0
Zwettl,669,670.0,23.0,2.0,2.0,18.0,1.0,48.607,15.169,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (15.169 48.607),,0.0,,0.0,,0.006622516556291391,,0.045454545454545456,,0.0013192612137203166,,0.010083296799649276,,0.3492063492063492,,0.015384615384615385,,0.20535714285714285,,0.0,,0.0,,0.016129032258064516,0.0,0.07253460179160745,0.0,0.006560676657787909,0.0,0.030946577951193287,,0.5546985243586999,,0.4588003129771224,,0.7356826632757558,,0.0,,0.18286244912078922,,0.08339697499949364,,0.08323025703431118,,0.011653788578724138,,0.03141484947841369,,0.4358106650794186,,0.2903048207565337,,0.5852511621136055,,0.0,,0.0,,0.0,0.0,0.058823529411764705,0.0,0.03333333333333333,0.0,0.022727272727272728,,0.0,,0.0,,0.004694835680751174,0.026836925339233007,0.0,0.05213903743315508,0.0,0.009107232618256023,0.0
Pottendorf,711,709.0,4.0,1.0,1.0,2.0,0.0,47.91,16.388,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.388 47.91),,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0002613234373571418,0.0,0.0,6.312335773790336e-05,,,0.2612259191525126,,,0.2255706885908946,,,0.0,,,0.0,,,0.07857232398568806,,,0.028527427611633734,,,0.3555296805405337,,,0.3436293194613743,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
